coc_id,year,cells_observed,cells_yes,crim_activity_index,engaged_policymakers_crim,engaged_law_enforce_crim,implemented_anticrim_practice,1a_1a,1a_1b,1a_2,1a_3,1a_4,1b_1_1_meetings,1b_1_1_voted,1b_1_1_ces,1b_1_2_meetings,1b_1_2_voted,1b_1_2_ces,1b_1_3_meetings,1b_1_3_voted,1b_1_3_ces,1b_1_4_meetings,1b_1_4_voted,1b_1_4_ces,1b_1_5_meetings,1b_1_5_voted,1b_1_5_ces,1b_1_6_meetings,1b_1_6_voted,1b_1_6_ces,1b_1_7_meetings,1b_1_7_voted,1b_1_7_ces,1b_1_8_meetings,1b_1_8_voted,1b_1_8_ces,1b_1_9_meetings,1b_1_9_voted,1b_1_9_ces,1b_1_10_meetings,1b_1_10_voted,1b_1_10_ces,1b_1_11_meetings,1b_1_11_voted,1b_1_11_ces,1b_1_12_meetings,1b_1_12_voted,1b_1_12_ces,1b_1_13_meetings,1b_1_13_voted,1b_1_13_ces,1b_1_14_meetings,1b_1_14_voted,1b_1_14_ces,1b_1_15_meetings,1b_1_15_voted,1b_1_15_ces,1b_1_16_meetings,1b_1_16_voted,1b_1_16_ces,1b_1_17_meetings,1b_1_17_voted,1b_1_17_ces,1b_1_18_meetings,1b_1_18_voted,1b_1_18_ces,1b_1_19_meetings,1b_1_19_voted,1b_1_19_ces,1b_1_20_meetings,1b_1_20_voted,1b_1_20_ces,1b_1_21_meetings,1b_1_21_voted,1b_1_21_ces,1b_1_22_meetings,1b_1_22_voted,1b_1_22_ces,1b_1_23_meetings,1b_1_23_voted,1b_1_23_ces,1b_1_24_meetings,1b_1_24_voted,1b_1_24_ces,1b_1_25_meetings,1b_1_25_voted,1b_1_25_ces,1b_1_26_meetings,1b_1_26_voted,1b_1_26_ces,1b_1_27_meetings,1b_1_27_voted,1b_1_27_ces,1b_1_28_meetings,1b_1_28_voted,1b_1_28_ces,1b_1_29_meetings,1b_1_29_voted,1b_1_29_ces,1b_1_30_meetings,1b_1_30_voted,1b_1_30_ces,1b_1_31_meetings,1b_1_31_voted,1b_1_31_ces,1b_1_32_meetings,1b_1_32_voted,1b_1_32_ces,1b_1_33_meetings,1b_1_33_voted,1b_1_33_ces,1c_1_1,1c_1_2,1c_1_3,1c_1_4,1c_1_5,1c_1_6,1c_1_7,1c_1_8,1c_1_9,1c_1_10,1c_1_11,1c_1_12,1c_1_13,1c_1_14,1c_1_15,1c_1_16,1c_1_17,1c_3_1,1c_3_2,1c_3_3,1c_3_4,1c_3_5,1c_4_1,1c_4_2,1c_4_3,1c_4_4,1c_4c_1_mou,1c_4c_1_oth,1c_4c_2_mou,1c_4c_2_oth,1c_4c_3_mou,1c_4c_3_oth,1c_4c_4_mou,1c_4c_4_oth,1c_4c_5_mou,1c_4c_5_oth,1c_4c_6_mou,1c_4c_6_oth,1c_4c_7_mou,1c_4c_7_oth,1c_4c_8_mou,1c_4c_8_oth,1c_4c_9_mou,1c_4c_9_oth,1c_7_pha_name_1,1c_7_ph_hhm_1,1c_7_ph_limit_hhm_1,1c_7_psh_1,1c_7_pha_name_2,1c_7_ph_hhm_2,1c_7_ph_limit_hhm_2,1c_7_psh_2,1c_7b_1,1c_7b_2,1c_7b_3,1c_7b_4,1c_7c_1,1c_7c_2,1c_7c_3,1c_7c_4,1c_7c_5,1c_7c_6,1c_7c_7,1c_7d_1,1c_7e,1d_1_1,1d_1_2,1d_1_3,1d_1_4,1d_2_1,1d_2_2,1d_2_3,1d_4_1_policymakers,1d_4_1_prevent_crim,1d_4_2_policymakers,1d_4_2_prevent_crim,1d_4_3_policymakers,1d_4_3_prevent_crim,1d_5_hmis,1d_5_2023,1d_5_2024,1d_6_1,1d_6_2,1d_6_3,1d_6_4,1d_6_5,1d_9_2,1d_10a_1_years,1d_10a_1_unsheltered,1d_10a_2_years,1d_10a_2_unsheltered,1d_10a_3_years,1d_10a_3_unsheltered,1e_1_1,1e_2_1,1e_2_2,1e_2_3,1e_2_4,1e_2_5,1e_2a_1,1e_2a_2,1e_2a_3,1e_4a,1e_5_1,1e_5_2,1e_5a,1e_5b,1e_5c,1e_5d,2a_1,2a_2,2a_3,2a_5_1_non_vsp,2a_5_1_vsp,2a_5_1_hmis,2a_5_1_coverage,2a_5_3_non_vsp,2a_5_3_vsp,2a_5_3_hmis,2a_5_3_coverage,2a_5_4_non_vsp,2a_5_4_vsp,2a_5_4_hmis,2a_5_4_coverage,2a_5_5_non_vsp,2a_5_5_vsp,2a_5_5_hmis,2a_5_5_coverage,2a_5_6_non_vsp,2a_5_6_vsp,2a_5_6_hmis,2a_5_6_coverage,2a_6,2b_1,2b_2,3a_1,3a_2,3c_1,4a_1
AR-500,2022,6,3,0.5,1,1,0,AR-500,Little Rock/Central Arkansas CoC,City of Little Rock,CA,Pulaski County,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Housing Authority of the City of Little Rock,30%,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.0,7.0,1.0,Yes,No,Yes,No,Yes,No,HMIS,237,237,No,Yes,Yes,Yes,Yes,09/28/2022,10,4,10,4,10,4,08/29/2022,Yes,Yes,Yes,Yes,Yes,100,7,PH-PSH,,Yes,Yes,09/15/2022,Yes,09/28/2022,09/28/2022,WellSky,Statewide,05/06/2022,661,72,171,0.2903,157,0,157,1.0,237,0,237,1.0,332,0,332,1.0,,,,,Yes,01/28/2022,05/06/2022,No,No,No,No
AR-500,2023,6,3,0.5,1,1,0,AR-500,Little Rock/Central Arkansas CoC,City of Little Rock,CA,People Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Metropolitan Housing Authority,30%,Yes,Yes,Pulaski County Housing Authority,8%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.0,7.0,1.0,Yes,No,Yes,No,Yes,No,HIC,237,107,Yes,Yes,Yes,Yes,Yes,09/22/2023,10,4,10,4,10,4,07/18/2023,Yes,Yes,Yes,Yes,Yes,181,3,PH-PSH,No,No,No,09/13/2023,Yes,09/22/2023,09/22/2023,WellSky,Statewide,04/25/2023,314,137,314,1.774,141,0,141,1.0,107,0,107,1.0,968,0,968,1.0,,,,,No,01/26/2023,04/25/2023,No,No,No,No
AR-500,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-501,2024,6,6,1.0,1,1,1,AR-501,Fayetteville/Northwest Arkansas CoC,Northwest Arkansas Continuum of Care,CA,Northwest Arkansas Continuum of Care,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Nonexistent,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Fayetteville Housing Authority,8%,Yes,Yes,Springdale Housing Authority,0%,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Yes,Yes,Yes,Yes,8.0,8.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,HMIS,49,68,Yes,Yes,Yes,No,Yes,06/30/2023,32,32,6,6,6,6,09/23/2024,Yes,Yes,Yes,Yes,Yes,100,6,PH-PSH,No,,,10/15/2024,Yes,10/24/2024,10/25/2024,Wellsky,Multiple CoCs,04/24/2024,150,45,180,0.92,18,24,42,1.0,64,4,68,1.0,180,0,45,0.25,0,0,0,0.0,Yes,01/25/2024,05/10/2024,Yes,Yes,No,No
AR-503,2022,6,3,0.5,1,1,0,AR-503,Arkansas Balance of State CoC,"Ouachita Children, Youth, and Family Services, Inc.",CA,Pulaski County,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Nonexistent,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Housing Authority of City of Conway,13%,No,No,Harrison Housing Authority,6%,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,5.0,3.0,0.6,Yes,No,Yes,No,Yes,No,HMIS,212,0,Yes,Yes,Yes,Yes,Yes,09/28/2022,2,2,2,2,1,1,08/01/2022,Yes,Yes,Yes,Yes,Yes,181,4,Joint TH-RRH,Yes,Yes,Yes,09/14/2022,Yes,09/28/2022,09/28/2022,Pulaski County,Statewide,05/06/2022,695,192,695,1.3817,138,26,138,1.2321,,,,,15,0,15,1.0,,,,,,01/27/2022,05/06/2022,No,Yes,No,No
AR-503,2023,6,3,0.5,1,1,0,AR-503,Arkansas Balance of State CoC,"Ouachita Children, Youth, and Family Services, Inc.",CA,"Ouachita Children, Youth, and Family Services, Inc",Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Nonexistent,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Jonesboro Urban Renewal Housing Authority,11%,No,No,White River Regional Housing Authority,5%,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,3.0,3.0,1.0,Yes,No,Yes,No,Yes,No,HIC,0,98,Yes,Yes,Yes,Yes,Yes,09/22/2023,4,3,2,2,0,0,07/06/2023,Yes,Yes,Yes,Yes,Yes,181,5,Joint TH-RRH,Yes,No,No,09/22/2023,Yes,09/22/2023,09/22/2023,Wellsky,Statewide,04/18/2023,715,236,282,0.5887,90,6,35,0.4167,98,0,77,0.7857,,,,,,,,,Yes,01/26/2023,04/18/2023,No,No,No,No
AZ-500,2022,6,3,0.5,1,1,0,AZ-500,Arizona Balance of State CoC,Arizona Department of Housing,UFA,Arizona Department of Housing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Housing Authority of the City of Yuma,0%,No,No,Flagstaff Housing Authority,34%,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,21.0,21.0,1.0,Yes,No,Yes,No,Yes,No,HMIS,346,480,Yes,Yes,Yes,Yes,Yes,09/29/2022,18,0,18,0,2,0,08/15/2022,Yes,Yes,Yes,Yes,Yes,100,19,PH-PSH,No,,,09/15/2022,Yes,09/28/2022,09/29/2022,Wellsky,Single CoC,05/02/2022,716,138,536,0.9273,220,57,135,0.8282,480,42,438,1.0,1071,0,1059,0.9888,3,0,3,1.0,Yes,02/22/2022,05/02/2022,No,No,No,Yes
AZ-500,2023,,,,,,,AZ-500,Arizona Balance of State CoC,Arizona Department of Housing,UFA,Arizona Department of Housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/26/2023,Yes,08/07/2023,08/07/2023,You must enter a response in question 2A-1.,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,
AZ-500,2024,6,3,0.5,1,1,0,AZ-500,Arizona Balance of State CoC,Arizona Department of Housing,UFA,Arizona Department of Housing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,City of Flagstaff PHA,0%,Yes,No,Housing Authority City of Yuma,12%,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,20.0,20.0,1.0,Yes,No,Yes,No,Yes,No,HMIS,672,611,Yes,Yes,Yes,Yes,Yes,03/17/2023,10,3,37,5,12,3,08/30/2024,Yes,Yes,Yes,Yes,Yes,86,16,PH-PSH,No,Yes,No,10/10/2024,Yes,10/24/2024,10/24/2024,Wellsky,Single CoC,05/07/2024,1327,87,850,0.6405,295,23,181,0.6136,611,5,606,0.9918,1726,0,1036,0.599,125,0,68,0.9189,Yes,01/23/2024,05/09/2024,Yes,Yes,No,Yes
AZ-502,2022,6,3,0.5,1,1,0,AZ-502,"Phoenix, Mesa/Maricopa County CoC",Maricopa Association of Governments,CA,Solari Crisis and Human Services,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,City of Phoenix PHA,34%,Yes,Yes,City of Mesa PHA,2%,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,28.0,28.0,1.0,Yes,No,Yes,No,Yes,No,,,,Yes,Yes,Yes,Yes,Yes,09/26/2022,21,1,2,1,5,0,08/03/2022,Yes,Yes,Yes,Yes,Yes,95,29,PH-PSH,No,No,,09/15/2022,No,09/26/2022,09/26/2022,Wellsky,Multiple CoCs,04/28/2022,2916,336,2450,0.9496,1277,80,1019,0.8513,1313,25,1288,1.0,6362,0,6362,1.0,416,0,416,1.0,Yes,01/25/2022,04/28/2022,Yes,Yes,No,Yes
AZ-502,2024,6,6,1.0,1,1,1,AZ-502,"Phoenix, Mesa/Maricopa County CoC",Maricopa Association of Governments,CA,Solari Crisis and Human Services,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,City of Phoenix PHA,25%,Yes,Yes,City of Mesa PHA,28%,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25.0,25.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,05/05/2023,44,26,18,0,18,0,09/06/2024,Yes,Yes,Yes,Yes,Yes,100,26,PH-PSH,No,Yes,Yes,10/09/2024,Yes,10/21/2024,10/21/2024,Wellsky,Multiple CoCs,05/09/2024,4781,117,4538,0.9265,1170,76,1007,0.8082,1663,0,1663,1.0,6164,0,4906,0.7959,931,0,926,0.9946,Yes,01/23/2024,05/09/2024,Yes,Yes,No,No
CA-500,2023,6,6,1.0,1,1,1,CA-509,Mendocino County CoC,Mendocino County Department of Social Services,CA,Mendocino County Department of Social Services,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1.0,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,HIC,113,108,Yes,Yes,Yes,Yes,Yes,09/25/2023,1,1,0,0,0,0,07/31/2023,Yes,Yes,Yes,Yes,Yes,100,2,PH-PSH,No,No,No,09/13/2023,Yes,09/25/2023,09/25/2023,WellSky,Single CoC,04/29/2023,230,9,221,1.0,67,27,40,1.0,108,0,108,1.0,529,0,529,1.0,100,0,100,1.0,Yes,01/25/2023,04/29/2023,No,No,No,No
CA-500,2024,6,6,1.0,1,1,1,CA-500,San Jose/Santa Clara City & County CoC,County of Santa Clara by and through Office of Supportive Housing,CA,County of Santa Clara by & through Office of Sup,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Santa Clara Housing Authority,72%,Yes,No,Housing Authority of the City of San José,65%,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,,Yes,Yes,Yes,Yes,34.0,34.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,07/22/2024,80,25,18,4,4,0,08/13/2024,Yes,Yes,Yes,Yes,Yes,115,29,PH-PSH,No,No,Yes,10/15/2024,Yes,10/25/2024,10/25/2024,"BitFocus, Inc.",Single CoC,05/06/2024,2861,77,2938,1.0,355,24,379,1.0,1675,0,1675,1.0,5000,0,5000,1.0,1964,0,1964,1.0,Yes,01/25/2024,03/20/2024,Yes,Yes,No,Yes
